# Conjunto de retos de logaritmo discreto.
# Cada linea describe un reto con la siguiente estructura:
# n, p, alpha, beta, orden.
# donde,
# 	 n <entero>: Taman~o del problema (en bits)
# 	 p <entero>: valor del mo'dulo
# 	 alpha <entero>: generador considerado
# 	 beta <entero>: resultado de a^t mod p
# 	 p <entero>: orden del grupo generado por alpha
#
8, 229, 6, 79, 228
8, 229, 6, 55, 228
8, 229, 6, 15, 228
8, 229, 6, 114, 228
8, 229, 6, 65, 228
8, 229, 6, 112, 228
8, 229, 6, 194, 228
8, 229, 6, 166, 228
8, 229, 6, 32, 228
8, 229, 6, 63, 228
8, 229, 6, 137, 228
8, 229, 6, 101, 228
8, 229, 6, 24, 228
8, 229, 6, 56, 228
8, 229, 6, 188, 228
8, 229, 6, 210, 228
8, 229, 6, 209, 228
8, 229, 6, 55, 228
8, 229, 6, 30, 228
8, 229, 6, 102, 228
8, 229, 6, 101, 228
8, 229, 6, 102, 228
8, 229, 6, 85, 228
8, 229, 6, 61, 228
8, 229, 6, 176, 228
8, 229, 6, 107, 228
8, 229, 6, 144, 228
8, 229, 6, 152, 228
8, 229, 6, 59, 228
8, 229, 6, 91, 228
8, 229, 6, 22, 228
8, 229, 6, 87, 228
8, 229, 6, 117, 228
8, 229, 6, 134, 228
8, 229, 6, 213, 228
8, 229, 6, 23, 228
8, 229, 6, 49, 228
10, 701, 100, 429, 350
10, 701, 100, 175, 350
10, 701, 100, 415, 350
10, 701, 100, 180, 350
10, 701, 100, 472, 350
10, 701, 100, 24, 350
10, 701, 100, 81, 350
10, 701, 100, 649, 350
10, 701, 100, 625, 350
10, 701, 100, 124, 350
10, 701, 100, 144, 350
10, 701, 100, 312, 350
10, 701, 100, 85, 350
10, 701, 100, 475, 350
10, 701, 100, 270, 350
10, 701, 100, 246, 350
10, 701, 100, 576, 350
10, 701, 100, 5, 350
10, 701, 100, 24, 350
10, 701, 100, 141, 350
10, 701, 100, 700, 350
10, 701, 100, 561, 350
10, 701, 100, 498, 350
10, 701, 100, 146, 350
10, 701, 100, 500, 350
10, 701, 100, 537, 350
10, 701, 100, 111, 350
10, 701, 100, 472, 350
10, 701, 100, 487, 350
10, 701, 100, 19, 350
10, 701, 100, 43, 350
10, 701, 100, 362, 350
10, 701, 100, 625, 350
10, 701, 100, 498, 350
10, 701, 100, 122, 350
10, 701, 100, 510, 350
10, 701, 100, 102, 350
10, 701, 100, 237, 350
10, 701, 100, 279, 350
10, 701, 100, 146, 350
10, 701, 100, 155, 350
10, 701, 100, 287, 350
10, 701, 100, 91, 350
10, 701, 100, 133, 350
10, 701, 100, 4, 350
10, 701, 100, 132, 350
10, 701, 100, 471, 350
10, 701, 100, 591, 350
10, 701, 100, 171, 350
10, 701, 100, 679, 350
10, 701, 2, 292, 700
10, 701, 2, 112, 700
10, 701, 2, 637, 700
10, 701, 2, 327, 700
10, 701, 2, 39, 700
10, 701, 2, 136, 700
10, 701, 2, 390, 700
10, 701, 2, 302, 700
10, 701, 2, 25, 700
10, 701, 2, 450, 700
10, 701, 2, 560, 700
10, 701, 2, 528, 700
10, 701, 2, 459, 700
10, 701, 2, 87, 700
10, 701, 2, 405, 700
10, 701, 2, 431, 700
10, 701, 2, 282, 700
10, 701, 2, 686, 700
10, 701, 2, 515, 700
10, 701, 2, 341, 700
10, 701, 2, 381, 700
10, 701, 2, 532, 700
10, 701, 2, 291, 700
10, 701, 2, 78, 700
10, 701, 2, 135, 700
10, 701, 2, 52, 700
10, 701, 2, 269, 700
10, 701, 2, 485, 700
10, 701, 2, 172, 700
10, 701, 2, 666, 700
10, 701, 2, 571, 700
10, 701, 2, 45, 700
10, 701, 2, 414, 700
10, 701, 2, 661, 700
10, 701, 2, 699, 700
10, 701, 2, 229, 700
10, 701, 2, 680, 700
10, 701, 2, 65, 700
10, 701, 2, 433, 700
10, 701, 2, 495, 700
10, 701, 2, 162, 700
10, 701, 2, 165, 700
10, 701, 2, 192, 700
10, 701, 2, 302, 700
10, 701, 2, 350, 700
10, 701, 2, 666, 700
10, 701, 2, 655, 700
10, 701, 2, 366, 700
10, 701, 2, 671, 700
10, 701, 2, 294, 700
16, 48947, 100, 35391, 24473
16, 48947, 100, 38240, 24473
16, 48947, 100, 3277, 24473
16, 48947, 100, 22985, 24473
16, 48947, 100, 33860, 24473
16, 48947, 100, 17102, 24473
16, 48947, 100, 44488, 24473
16, 48947, 100, 37081, 24473
16, 48947, 100, 6846, 24473
16, 48947, 100, 14065, 24473
16, 48947, 100, 33109, 24473
16, 48947, 100, 40663, 24473
16, 48947, 100, 24495, 24473
16, 48947, 100, 21837, 24473
16, 48947, 100, 474, 24473
16, 48947, 100, 20546, 24473
16, 48947, 100, 37386, 24473
16, 48947, 100, 23596, 24473
16, 48947, 100, 28092, 24473
16, 48947, 100, 15441, 24473
16, 48947, 100, 35859, 24473
16, 48947, 100, 20885, 24473
16, 48947, 100, 38172, 24473
16, 48947, 100, 44173, 24473
16, 48947, 100, 4267, 24473
16, 48947, 100, 12894, 24473
16, 48947, 100, 15579, 24473
16, 48947, 100, 44131, 24473
16, 48947, 100, 7020, 24473
16, 48947, 100, 10535, 24473
16, 48947, 100, 33114, 24473
16, 48947, 100, 42819, 24473
16, 48947, 100, 37773, 24473
16, 48947, 100, 39809, 24473
16, 48947, 100, 17817, 24473
16, 48947, 100, 4010, 24473
16, 48947, 100, 41687, 24473
16, 48947, 100, 41359, 24473
16, 48947, 100, 48201, 24473
16, 48947, 100, 38367, 24473
16, 48947, 100, 22195, 24473
16, 48947, 100, 1237, 24473
16, 48947, 100, 1646, 24473
16, 48947, 100, 28464, 24473
16, 48947, 100, 21106, 24473
16, 48947, 100, 19617, 24473
16, 48947, 100, 3990, 24473
16, 48947, 100, 20428, 24473
16, 48947, 100, 22672, 24473
16, 48947, 100, 14976, 24473
16, 48947, 2, 25575, 48946
16, 48947, 2, 19879, 48946
16, 48947, 2, 34746, 48946
16, 48947, 2, 9157, 48946
16, 48947, 2, 39877, 48946
16, 48947, 2, 2379, 48946
16, 48947, 2, 46589, 48946
16, 48947, 2, 34482, 48946
16, 48947, 2, 34923, 48946
16, 48947, 2, 9873, 48946
16, 48947, 2, 42534, 48946
16, 48947, 2, 16084, 48946
16, 48947, 2, 34518, 48946
16, 48947, 2, 42183, 48946
16, 48947, 2, 25342, 48946
16, 48947, 2, 3146, 48946
16, 48947, 2, 36423, 48946
16, 48947, 2, 44761, 48946
16, 48947, 2, 30855, 48946
16, 48947, 2, 46122, 48946
16, 48947, 2, 2387, 48946
16, 48947, 2, 48023, 48946
16, 48947, 2, 1010, 48946
16, 48947, 2, 36175, 48946
16, 48947, 2, 30050, 48946
16, 48947, 2, 17317, 48946
16, 48947, 2, 28090, 48946
16, 48947, 2, 42231, 48946
16, 48947, 2, 45962, 48946
16, 48947, 2, 28305, 48946
16, 48947, 2, 40004, 48946
16, 48947, 2, 8068, 48946
16, 48947, 2, 35704, 48946
16, 48947, 2, 34245, 48946
16, 48947, 2, 12349, 48946
16, 48947, 2, 21351, 48946
16, 48947, 2, 31472, 48946
16, 48947, 2, 48837, 48946
16, 48947, 2, 5309, 48946
16, 48947, 2, 3700, 48946
16, 48947, 2, 31445, 48946
16, 48947, 2, 6168, 48946
16, 48947, 2, 48147, 48946
16, 48947, 2, 2977, 48946
16, 48947, 2, 18185, 48946
16, 48947, 2, 21177, 48946
16, 48947, 2, 5428, 48946
16, 48947, 2, 6588, 48946
16, 48947, 2, 28285, 48946
16, 48947, 2, 8886, 48946
24, 15822929, 99, 11641414, 7911464
24, 15822929, 99, 3251812, 7911464
24, 15822929, 99, 8039312, 7911464
24, 15822929, 99, 10058243, 7911464
24, 15822929, 99, 10052501, 7911464
24, 15822929, 99, 13426985, 7911464
24, 15822929, 99, 9352329, 7911464
24, 15822929, 99, 13539733, 7911464
24, 15822929, 99, 7896754, 7911464
24, 15822929, 99, 12961976, 7911464
24, 15822929, 99, 9533835, 7911464
24, 15822929, 99, 2720846, 7911464
24, 15822929, 99, 450202, 7911464
24, 15822929, 99, 7996992, 7911464
24, 15822929, 99, 10583444, 7911464
24, 15822929, 99, 5394758, 7911464
24, 15822929, 99, 9006610, 7911464
24, 15822929, 99, 8013207, 7911464
24, 15822929, 99, 12576286, 7911464
24, 15822929, 99, 11079899, 7911464
24, 15822929, 99, 13050681, 7911464
24, 15822929, 99, 12116519, 7911464
24, 15822929, 99, 2160160, 7911464
24, 15822929, 99, 11623152, 7911464
24, 15822929, 99, 271902, 7911464
24, 15822929, 99, 11415172, 7911464
24, 15822929, 99, 3240088, 7911464
24, 15822929, 99, 7833291, 7911464
24, 15822929, 99, 7332273, 7911464
24, 15822929, 99, 10586356, 7911464
24, 15822929, 99, 14096123, 7911464
24, 15822929, 99, 7422066, 7911464
24, 15822929, 99, 2386452, 7911464
24, 15822929, 99, 10589175, 7911464
24, 15822929, 99, 2672853, 7911464
24, 15822929, 99, 4885533, 7911464
24, 15822929, 99, 8632017, 7911464
24, 15822929, 99, 12549599, 7911464
24, 15822929, 99, 6292302, 7911464
24, 15822929, 99, 5194969, 7911464
24, 15822929, 99, 491192, 7911464
24, 15822929, 99, 8056149, 7911464
24, 15822929, 99, 14650407, 7911464
24, 15822929, 99, 2248042, 7911464
24, 15822929, 99, 5525968, 7911464
24, 15822929, 99, 4796478, 7911464
24, 15822929, 99, 8816644, 7911464
24, 15822929, 99, 1055228, 7911464
24, 15822929, 99, 2510171, 7911464
24, 15822929, 99, 2591348, 7911464
24, 15822929, 3, 12268100, 15822928
24, 15822929, 3, 1767622, 15822928
24, 15822929, 3, 11314338, 15822928
24, 15822929, 3, 4459045, 15822928
24, 15822929, 3, 7654330, 15822928
24, 15822929, 3, 5310104, 15822928
24, 15822929, 3, 8199616, 15822928
24, 15822929, 3, 906840, 15822928
24, 15822929, 3, 2038280, 15822928
24, 15822929, 3, 13705787, 15822928
24, 15822929, 3, 453930, 15822928
24, 15822929, 3, 14422611, 15822928
24, 15822929, 3, 9374486, 15822928
24, 15822929, 3, 10625983, 15822928
24, 15822929, 3, 12562084, 15822928
24, 15822929, 3, 12800477, 15822928
24, 15822929, 3, 3840245, 15822928
24, 15822929, 3, 13818815, 15822928
24, 15822929, 3, 10210509, 15822928
24, 15822929, 3, 11821735, 15822928
24, 15822929, 3, 6227698, 15822928
24, 15822929, 3, 6930073, 15822928
24, 15822929, 3, 7776421, 15822928
24, 15822929, 3, 10899017, 15822928
24, 15822929, 3, 8634637, 15822928
24, 15822929, 3, 9388103, 15822928
24, 15822929, 3, 8138266, 15822928
24, 15822929, 3, 7630448, 15822928
24, 15822929, 3, 1465360, 15822928
24, 15822929, 3, 11647947, 15822928
24, 15822929, 3, 15404191, 15822928
24, 15822929, 3, 4200163, 15822928
24, 15822929, 3, 12152568, 15822928
24, 15822929, 3, 6498313, 15822928
24, 15822929, 3, 5210995, 15822928
24, 15822929, 3, 9042608, 15822928
24, 15822929, 3, 15027287, 15822928
24, 15822929, 3, 8828547, 15822928
24, 15822929, 3, 13149213, 15822928
24, 15822929, 3, 6302557, 15822928
24, 15822929, 3, 10007067, 15822928
24, 15822929, 3, 12280193, 15822928
24, 15822929, 3, 9626056, 15822928
24, 15822929, 3, 4217563, 15822928
24, 15822929, 3, 1992608, 15822928
24, 15822929, 3, 1983708, 15822928
24, 15822929, 3, 12310408, 15822928
24, 15822929, 3, 4784353, 15822928
24, 15822929, 3, 13350964, 15822928
24, 15822929, 3, 4750556, 15822928
